Rank,Route_ID,Zone_ID,Location,Score,Households,Conversion_Rate,Saturation,Freshness,Daily_kWh,Expected_Closes,Latitude,Longitude,Priority
1207,106,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1208,107,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1209,108,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1210,109,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1211,110,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1212,111,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1213,112,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1214,113,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1215,114,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1216,115,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1217,116,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1218,117,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1219,118,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1220,119,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1221,120,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1222,121,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1223,122,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1224,123,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1225,124,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1226,125,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1227,126,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1228,127,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1229,128,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1230,129,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1231,130,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1232,131,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1233,132,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1234,133,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1235,134,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1236,135,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1237,136,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1238,137,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1239,138,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1240,139,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1241,140,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1242,141,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1243,142,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1244,143,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1245,144,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1246,145,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1247,146,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1248,147,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1249,148,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1250,149,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1251,150,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1252,151,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1253,152,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1254,153,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1255,154,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1256,155,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1257,156,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1258,157,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1259,158,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1260,159,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1261,160,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1262,161,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1263,162,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1264,163,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1265,164,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1266,165,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1267,166,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1268,167,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1269,168,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1270,169,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1271,170,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1272,171,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1273,172,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1274,173,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1275,174,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1276,175,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1277,176,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1278,177,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1279,178,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1280,179,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1281,180,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1282,181,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1283,182,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1284,183,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1285,184,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1286,185,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1287,186,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1288,187,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1289,188,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1290,189,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1291,190,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1292,191,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1293,192,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1294,193,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1295,194,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1296,195,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1297,196,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1298,197,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1299,198,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1300,199,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1301,200,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1302,201,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1303,202,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1304,203,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1305,204,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1306,205,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1307,206,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1308,207,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1309,208,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1310,209,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1311,210,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1312,211,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1313,212,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1314,213,1,Richmond,49.2,150,41%,60%,40%,590400,61.5,37.5028,-77.4391,SATURATED
1315,1452,255,Newport News,49.2,149,43%,45%,55%,615072,64.1,37.3176,-76.5225,MODERATE
1316,1301,136,Colonial Heights,49.2,130,48%,50%,50%,599040,62.4,37.3123,-77.5960,MODERATE
1317,1289,124,Chesapeake,48.9,150,50%,70%,30%,720000,75.0,36.7507,-76.2843,SATURATED
1318,1424,232,Chesapeake,48.8,78,50%,70%,30%,374400,39.0,36.7891,-76.2761,SATURATED
1319,1454,257,Norfolk,48.4,81,38%,75%,25%,295488,30.8,36.8717,-76.2411,SATURATED
1320,687,12,Suffolk,48.3,150,37%,50%,50%,532800,55.5,36.7292,-76.5500,MODERATE
1321,688,12,Suffolk,48.3,150,37%,50%,50%,532800,55.5,36.7292,-76.5500,MODERATE
1322,689,12,Suffolk,48.3,150,37%,50%,50%,532800,55.5,36.7292,-76.5500,MODERATE
1323,690,12,Suffolk,48.3,150,37%,50%,50%,532800,55.5,36.7292,-76.5500,MODERATE
1324,691,12,Suffolk,48.3,150,37%,50%,50%,532800,55.5,36.7292,-76.5500,MODERATE
1325,692,12,Suffolk,48.3,150,37%,50%,50%,532800,55.5,36.7292,-76.5500,MODERATE
1326,693,12,Suffolk,48.3,150,37%,50%,50%,532800,55.5,36.7292,-76.5500,MODERATE
1327,694,12,Suffolk,48.3,150,37%,50%,50%,532800,55.5,36.7292,-76.5500,MODERATE
1328,695,12,Suffolk,48.3,150,37%,50%,50%,532800,55.5,36.7292,-76.5500,MODERATE
1329,696,12,Suffolk,48.3,150,37%,50%,50%,532800,55.5,36.7292,-76.5500,MODERATE
1330,697,12,Suffolk,48.3,150,37%,50%,50%,532800,55.5,36.7292,-76.5500,MODERATE
1331,698,12,Suffolk,48.3,150,37%,50%,50%,532800,55.5,36.7292,-76.5500,MODERATE
1332,699,12,Suffolk,48.3,150,37%,50%,50%,532800,55.5,36.7292,-76.5500,MODERATE
1333,700,12,Suffolk,48.3,150,37%,50%,50%,532800,55.5,36.7292,-76.5500,MODERATE
1334,701,12,Suffolk,48.3,150,37%,50%,50%,532800,55.5,36.7292,-76.5500,MODERATE
1335,702,12,Suffolk,48.3,150,37%,50%,50%,532800,55.5,36.7292,-76.5500,MODERATE
1336,703,12,Suffolk,48.3,150,37%,50%,50%,532800,55.5,36.7292,-76.5500,MODERATE
1337,704,12,Suffolk,48.3,150,37%,50%,50%,532800,55.5,36.7292,-76.5500,MODERATE
1338,705,12,Suffolk,48.3,150,37%,50%,50%,532800,55.5,36.7292,-76.5500,MODERATE
1339,1295,130,Newport News,48.0,141,43%,45%,55%,582048,60.6,36.9896,-76.5293,MODERATE
1340,1169,81,Norfolk,47.8,150,38%,75%,25%,547200,57.0,36.8676,-76.1629,SATURATED
1341,933,30,Chesapeake,47.7,150,50%,70%,30%,720000,75.0,36.7914,-76.2135,SATURATED
1342,934,30,Chesapeake,47.7,150,50%,70%,30%,720000,75.0,36.7914,-76.2135,SATURATED
1343,935,30,Chesapeake,47.7,150,50%,70%,30%,720000,75.0,36.7914,-76.2135,SATURATED
1344,1190,91,Richmond,47.2,150,41%,60%,40%,590400,61.5,37.6432,-77.4690,SATURATED
1345,1482,276,Henrico,47.0,150,28%,40%,60%,403200,42.0,37.5524,-77.3588,MODERATE
1346,1415,224,Richmond,46.5,104,41%,60%,40%,409344,42.6,37.5219,-77.6011,SATURATED
1347,1235,105,Richmond,46.1,150,41%,60%,40%,590400,61.5,37.4438,-77.5951,SATURATED
1348,1312,145,Richmond,45.7,120,41%,60%,40%,472320,49.2,37.4718,-77.5886,SATURATED
1349,1033,45,Richmond,45.3,150,41%,60%,40%,590400,61.5,37.3913,-77.4985,SATURATED
1350,1034,45,Richmond,45.3,150,41%,60%,40%,590400,61.5,37.3913,-77.4985,SATURATED
1351,1385,199,Suffolk,45.2,150,37%,50%,50%,532800,55.5,36.8626,-76.5805,MODERATE
1352,1433,240,Richmond,45.0,103,41%,60%,40%,405408,42.2,37.4803,-77.5658,SATURATED
1353,1150,73,Richmond,45.0,150,41%,60%,40%,590400,61.5,37.4212,-77.6168,SATURATED
1354,1189,90,Virginia Beach,44.8,84,35%,85%,15%,282240,29.4,36.8164,-76.1070,SATURATED
1355,1251,111,Richmond,44.7,150,41%,60%,40%,590400,61.5,37.5955,-77.5022,SATURATED
1356,1349,174,Henrico,44.4,150,28%,40%,60%,403200,42.0,37.6142,-77.3492,MODERATE
1357,1448,252,Richmond,44.0,114,41%,60%,40%,448704,46.7,37.4252,-77.5032,SATURATED
1358,1023,43,Suffolk,43.7,150,37%,50%,50%,532800,55.5,36.7126,-76.8465,MODERATE
1359,1024,43,Suffolk,43.7,150,37%,50%,50%,532800,55.5,36.7126,-76.8465,MODERATE
1360,1025,43,Suffolk,43.7,150,37%,50%,50%,532800,55.5,36.7126,-76.8465,MODERATE
1361,1014,41,Virginia Beach,43.5,150,35%,85%,15%,504000,52.5,36.8489,-76.0374,SATURATED
1362,214,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1363,215,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1364,216,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1365,217,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1366,218,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1367,219,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1368,220,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1369,221,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1370,222,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1371,223,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1372,224,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1373,225,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1374,226,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1375,227,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1376,228,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1377,229,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1378,230,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1379,231,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1380,232,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1381,233,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1382,234,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1383,235,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1384,236,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1385,237,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1386,238,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1387,239,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1388,240,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1389,241,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1390,242,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1391,243,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1392,244,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1393,245,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1394,246,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1395,247,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1396,248,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1397,249,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1398,250,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1399,251,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1400,252,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1401,253,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1402,254,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1403,255,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1404,256,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1405,257,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1406,258,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1407,259,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1408,260,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1409,261,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1410,262,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1411,263,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1412,264,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1413,265,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1414,266,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1415,267,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1416,268,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1417,269,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1418,270,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1419,271,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1420,272,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1421,273,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1422,274,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1423,275,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1424,276,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1425,277,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1426,278,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1427,279,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1428,280,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1429,281,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1430,282,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1431,283,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1432,284,2,Norfolk,43.5,150,38%,75%,25%,547200,57.0,36.8205,-76.3110,SATURATED
1433,1071,54,Norfolk,43.3,150,38%,75%,25%,547200,57.0,36.8662,-76.1836,SATURATED
1434,903,26,Portsmouth,43.2,150,45%,80%,20%,648000,67.5,36.8707,-76.3978,SATURATED
1435,904,26,Portsmouth,43.2,150,45%,80%,20%,648000,67.5,36.8707,-76.3978,SATURATED
1436,1063,52,Henrico,43.1,150,28%,40%,60%,403200,42.0,37.5813,-77.3271,MODERATE
1437,1064,52,Henrico,43.1,150,28%,40%,60%,403200,42.0,37.5813,-77.3271,MODERATE
1438,1065,52,Henrico,43.1,150,28%,40%,60%,403200,42.0,37.5813,-77.3271,MODERATE
1439,1051,48,Virginia Beach,42.5,142,35%,85%,15%,477120,49.7,36.8427,-75.9875,SATURATED
1440,1497,287,Norfolk,42.4,74,38%,75%,25%,269952,28.1,36.8268,-76.1547,SATURATED
1441,1360,181,Henrico,42.3,150,28%,40%,60%,403200,42.0,37.7220,-77.1899,MODERATE
1442,1292,127,Chesapeake,42.2,77,50%,70%,30%,369600,38.5,36.5811,-76.1648,SATURATED
1443,1416,225,Norfolk,42.1,65,38%,75%,25%,237120,24.7,36.8336,-76.1710,SATURATED
1444,1077,56,Norfolk,41.4,150,38%,75%,25%,547200,57.0,36.8786,-76.2237,SATURATED
1445,1173,83,Virginia Beach,41.0,93,35%,85%,15%,312480,32.5,36.8053,-76.0828,SATURATED
1446,1322,153,Portsmouth,40.4,60,45%,80%,20%,259200,27.0,36.8557,-76.3369,SATURATED
1447,1238,107,Portsmouth,40.3,118,45%,80%,20%,509760,53.1,36.8735,-76.4257,SATURATED
1448,1291,126,Portsmouth,39.9,52,45%,80%,20%,224640,23.4,36.8475,-76.4304,SATURATED
1449,379,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1450,380,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1451,381,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1452,382,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1453,383,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1454,384,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1455,385,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1456,386,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1457,387,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1458,388,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1459,389,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1460,390,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1461,391,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1462,392,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1463,393,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1464,394,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1465,395,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1466,396,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1467,397,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1468,398,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1469,399,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1470,400,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1471,401,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1472,402,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1473,403,4,Norfolk,39.9,150,38%,75%,25%,547200,57.0,36.9299,-76.2911,SATURATED
1474,1456,259,Virginia Beach,39.0,48,35%,85%,15%,161280,16.8,36.8280,-76.0917,SATURATED
1475,747,15,Norfolk,39.0,150,38%,75%,25%,547200,57.0,36.9155,-76.1745,SATURATED
